,question_message_text,ans_message_text
42378,31,Tell how much u weigh😆
42379,Hi broken🥺🥺,ʜᴇʏʏ dear🤶🤶
42380,bihari,Aare aisa kya
42381,Why doesn't McDonald's sell hotdogs?,Anyone need?
42382,Hey,anyone want pers*nal chat
42383,Ha jaan h meri😂,Apki bff
42384,Jo aapki aageya bhaijaan AnushashanParamparaPratishtha👍👍😂😂😂,"Fir angreji bole tm 😒, angreji me hmse baat bhi na krna tm😂"
42385,🥺🥺🥺Mai nhi batati,Teko ky hua ab 🤔
42386,I do bkf twice 👀... Lockdown session na ..,What's this breakfast 1and 2 ?
42387,Tune hi btaya,Miane tuje kb btaya😳😒
42388,Sooo... What?,u kid na 15 year old
42389,Haha,Was getting
42390,Pagal and u,Hi kessi ho
42391,GmThanks,Gm to all friend😊
42392,OOO 🍌 le lo yae,Koi bachi ka awaj h
42393,Kon... Oooh haan ladka hai kya ?? 🤣🤣🤣,Bhai wo gaaaaaaaandu hai🤣🤣
42394,Bataya nhi 😅,Ye b forward😂
42395,"I didn't get opportunity for keeping my view in meeting,it's all because I was talking here. 🤷🏻","Hell, what is been going with you?"
42396,Ok..Tq,i will eat and come
42397,Naaaaa bhai mai shrma ni rha 🤣🤣🤣🤣🤣 tum kiske londe ho bata na,Kahin tum hi to nai shrama g k londe🥺🥺😂😂😂
42398,oh really?in indonesia your name is door,In yur language..in india it's a name
42399,You looking very beautiful,p mskd?
42400,Gud nyt dibbi 😛,Ok finally good nite @anti_loyal 💚☺️
42401,Ok,Naah yahi karo
42402,In which standard,"Yes , I am"
42403,Ghumne,Kaha ja raha ho
42404,Same as username🥺,Hello whats your Name😁
42405,HA,Blacklist m add ??
42406,Yo,Are han
42407,Mera naam yahi hai😏,Ladki jesa naam kyu rakha h😂😂😂😂
42408,Dekhte hai abhi new banaya hai ab us par shayari ke short video dalungi,Acchi baat he. Meri taraf se jitna ho sake aapko support karuga
42409,Yes,Nahi 😅
42410,No🙁,Sant ho jao devi
42411,Mae masoom hu :),🥺🥺haa kaichee hoo aap
42412,🅸︎🅳︎🅺,Why did u block me
42413,Same,Aise hi pucha yr
42414,Fir bhi abhi koi achaa nahi mila 😂,Salo purana hogya ye
42415,Onnula....verthe..,Nthe 🙄😂😂
42416,Bolo,Hlo aapse kam h bolo kroge ji
42417,Whose,Want to become frnd?
42418,Ladka bada ho gya🥲,Kya bolre the
42419,You are welcome,"Thanks , I appreciate , you are welcome too"
42420,Wo bhi bol chuki...ab bore ho chuki hu wo bol bol k🥲,Abhi to corona chal raha hai😂🙈👀
42421,Nice,Tara rara 🤣🤣
42422,LooL,Lol wtf
42423,Yes I am nda cadet,Tne  d i y a  h?
42424,Wo tha na...Reni....,Kon 🥲🥲
42425,Dn,Ya.  GoodDinner ..?
42426,Areee fir se cute bolna shuru hogye apne aap ko🥲🥲🥲Maine kab chant pana dikhaya jo mujhe chant bolre ho Bhut sidhi hu main yaar🥲🥲🥲🥲,Tu joker h🥲 Ar hm cute h🥲...na ki tere jaise chant🥲
42427,Hai,Letta back😊
42428,Happy birthday,Скок те лет?
42429,Bhai Bengaluru ke ek person ne 65 ke age me neet clear ki hai,Buddhae ho gayae tum toh Bhai Government exam mein kaisae eligible ho gayae 😂
42430,My mom is refusing me 😂😂to take vaccine...,"They started the vaccine for people who are 18+ from this week,gotta book and wait for my turn as luckily a lot of people are getting vaccinatedWhat about you?"
42431,Copy my last name put it in your last name,How to put line??🤷‍♀🤷‍♀
42432,I'm,Does anyone like to talk to each other?
42433,Yaaa... I need someone to fun,U is in Indonesia
42434,lol..tu ne wo grp leave kar diya,Hogya kya 😂
42435,Achha esa bhi hota h 😅,wo khud admin h😂
42436,No😔,Yep you?
42437,I am fine tell about you,wyd.😅 rn
42438,ok,Massage me on instagram
42439,Thankful.🥳,Yepieeeee 🙌I'm glad my advice worked for you!☺️
42440,Kya?,Acchaa...koi feel well nhi kr rha....😝
42441,Your name is orange colorMera kaise brown hoga,😕pta ni
42442,"Actually I'm not flirting, knowing her bro 😂",What a flirting bro .. great !!
42443,Joke sunao,मुझसे सवाल पूछें ताकि मैं स्पष्ट हो सकूं।
42444,Main itna dil kaise rakh saktha hu😇😂😂🥰🥰,Tqsm dear☺️☺️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
42445,They are talking,Who is playing
42446,Yeah just going🤷‍♂,Fine n ur
42447,-_-,Hii u
42448,🙄🙄🙄ownr se kahe,Mujhe admin nahi banaya beena tune
42449,Ok good,Student And u
42450,ha,Okay 😁
42451,Ooookkkkk🤣🤣🤣,Fine thanks🤪🤪🤪🤪🤪🤪😂😂😂😂
42452,Roosgulla h kolkata se,Anyone from Kolkata
42453,mp,Koi bhopal se h
42454,Bhai bhot se h yr,Lost Karn kya Ho sakta hai
42455,Kaisa ??,Yar ek kam krwa do mera
42456,Are you going to follow through with that?,I will ban you
42457,😂😂,kuch ni bas writing
42458,Hahahah,Just for visit 😜
42459,"Sabbas, 😂",2nd pr aavelo cash ma hu 😂😂
42460,I like the one called Me shayer to nahi 😌,😅😅lol 90's song are also like this hum tum ek kamre me band 😂😂and many more
42461,Yoiii. Bade admi ban gaye app to,Hnn i k😂
42462,Okay😂,Wanted to talk in your native language 😜
42463,Hatt😑😑,Lol...itta late u woke up
42464,Krr sakte ho mam🙈😂,Kya me miss nhi kar sakti kya
42465,iska ya matlab nahi sab ko warn do Ek warn do nahi sudhrata do ban kar do,😒😒😒 coz we can't ban😂
42466,This is Khomeini who died about thirty years agoNow one is worse,Send him to India... I'll teach him how to behave✋
42467,Simpp,Kon ban hua
42468,What?,Haan sabse ameer 😂
42469,Yes i am🌚,Do u watch anime 😗😗
42470,Nhi.. I believe you 😐,If u Don't believe to Mai meri neck dikhaaungi Yaha p marks h surgery k
42471,Abb theek hai😂,Heyyyyyyy khush??
42472,Really,"Hii , i have surprise for you..."
42473,You like hot for romance 😘😘,Hot no blanket  romance openly 😂😂
42474,Oooh that's get,Im Iranian
42475,Married hu,Accha vese ap zindi mae kya kr rahe hoI mean study vgeera
42476,Ok,Miss sunona
42477,No ide,Oo u r way old than me😂😂
42478,Acha🥲🥲🥲🥲,Nhi 🥲🥲
42479,Heart,Wat 🥺
42480,Hmm okay,I will make one and then will stop
42481,ಇತಿಹಾಸದುದ್ದಕ್ಕೂ ಎಂದಿಗೂ ನೆನಪಿಸಿಕೊಳ್ಳುವ ಮೌಲ್ಯದ ಹೆಸರನ್ನು ಬಿಟ್ಟುಬಿಡುವ ಒಂದು ಜೀವನವನ್ನು ಉಳಿಸಿಕೊಳ್ಳುವ ವ್ಯಕ್ತಿಯನ್ನು ಹೊಂದಿದ್ದಾನೆ.,Nee arada
42482,😬😬sch m kya,Chl basa vo
42483,Jodhpur,were are you from
42484,Batao,Bahut lambi kahani hai
42485,To kro😂,Muze bath krni apse
42486,Lol😂,Mast haiApki kripa se
42487,Game...?,Massage's bot
42488,Normal bhi jaisi bhi krni ho mtlb baat kre kuch bhi bss,Which types of talk
42489,Ok,Me from Gujarat Jetpur
42490,"Your mistress in gutter, i threw her",No my mistress doesn't exist But as for ur master he's in jail.
42491,Yhh😑,Simps everywhere... Can't control there hormones.. urghhhh
42492,Tumhe kon khareedega,"Mujhe bech do fir, Main dete 20000 rs. 4 dedo"
42493,Same here 🥲,Fine and wht about u sis🙃
42494,Add me to ur contacts in telegram,Give me a number؟
42495,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂kya bole ab kisi ko ladki hai muh se kuch glt nikalta nahi bus,Bhai they are attention seekers Yaar khud ke pics click karte😂camera Ka bhi kaam Nikal jata aise Acha Nahi rehta dslr leate
42496,I don't give respect to fckers like u😉,First u give respect..then tell
42497,What was your favorite food when you were a child?,anyone know how to play this game ??😭😭
42498,Seriously😑,Ohh nice  India to mere dill me bsa hai hme accha laga ki AAP mere dill ke kissi kone se hain
42499,Pgl,Pgl ldki
42500,Study at college,I study at school😁 you?
42501,Tok di kya hota h?,hm bs bole ub block krdiya toh krdiya bina baat sune....choro ignore kro...isme galat kya boldiye sir😂
42502,Jo mingle hote h yahi bolte h Koi ni me b relationship me aa k yahi Bol lunga Per ikk bar zror aana h Jo hogaa dekha jyga !!,"Single rahoge to life mein khushiyan aayegi, mingle se life jhand ho jaayegi 😂😂😂😂😂😂"
42503,Me,Anyone from indonesia
42504,🥺🥺,Ole ole 🥺
42505,Very good 😐🙂,M too
42506,Ok😂,To ek jgh aur bna lo
42507,Tumne padhi thi kya,Vedas padh liye Upanishads padh liye Purana padh liye
42508,accha haa,Wo jute.........😂...
42509,Sorry I may forget it.,"Okay I tell you ""Ashutosh"""
42510,Aur konsi langauge aati hai😳,Main nice ko noice likhti hu mujhe German bhe ati hain🙂
42511,crime kae alawa kya kiya....wo pucho😂,Mene kon sa crime kiya😒😒
42512,adrak,Tera picture h na i know
42513,Areeee Ky..aaaa huaa 🥺🥺🥺,🥺🥺 has mt pagli... Mini heart attack aate h... Yha pe
42514,Idk they are many👩‍🦯👩‍🦯👩‍🦯,Name it
42515,Ptaani😂😂😂,Unho ne kaha ese .. mene kuch jada kaha kya tmse ??😦😦
42516,BA 2 year,Ye bhi thhik h.... Career m kya kr rhi ho
42517,Şükür varsa bildiğin yönlendir bana 😂😂,Anladim sjsnzn
42518,It's fun i guess,You wanna get infected why 😱
42519,Hindi,Can't speak English
42520,Tu fr agya,Kanjus 🤣🤣
42521,Yes,Can you come my instagram
42522,You might choke after a bottle😂,"In my current mood,I'll take the whole bottle and you'll find me in the hospital the next day🤣🤣🥲"
42523,Nʏᴄ ᴡʜɪᴄʜ ᴅɪsᴛʀɪᴄᴛ,I'm from Karnataka
42524,Vc and chatting with u,"Taking a break, you?"
42525,Ha ree Bandar tere wale grup m koi nhi h iss liy yaha aa gai m,jaag gyi bndriya😂
42526,🤣🤣🤣,तारो के शहर में🤣🤣🤣
42527,Kya,Hm hamara hin hai😁😁
42528,"You know, you are talking with bot???",If any boy touch you . How do you feel ?
42529,Neha ko ptana h teko,Neha ke liye🥺🥺
42530,Tak de,apakah ada orang di sini
42531,Nope working 👀,Acha pg?
42532,Ennaiyum appadi thaan sonnanga.. vidunga vidunga amma ponnunga appadi thaan..,YASS 😂😂
42533,Hello bro,Hii manager shab
42534,Yaar isbaar me hua🥺,🤣🤣🤣🤣Sorry mujhe lga Rishabh pagal h..🤦‍♀🤦‍♀🤦‍♀Wahi ban hota bar bar🤣🤣🤣🤣
42535,Hello! Listen to me carefully.,Hey anyone there for fun..in delhi
42536,🙄 apne actions k liye responsible hona chaiye Bande ko Itna b ni hotaa to koiini stop tagging,aao delhi samne sry  hey bye  sab bologe
42537,"hey , Allahuma 🥺😭😭😭",Do your best sexy crawl
42538,kkk left mt hone aapki glti kal btaoge,Jab hamari glti nahi to hame kisi ka dar bhi nahi
42539,Basketball wale lmbe hi hojate h body stretch hoti rheti h puri,🙂 dhanyawad
42540,🥺🥺🥺noiceee,Uhmm by hard work 🥺🥺
42541,Ni😒,Indirect karata to accept Kar Bhi leti🤣😂🤣
42542,Arey kon thi ye baat 😏,ab pehle wali baath nahi rahi
42543,Anushka🥲,Anshika thi na tmhari
42544,"I won't, I'm kind🌚",😏😏Yeah but it will definitely pain
42545,गरज नाही,Yeu ka mg ghari🥺
42546,Ooohhh what you doing,Im malaysian and i dont talk in hindi.. It just a try😂
42547,HA,Ayega ?...dusre I'd se ?
42548,Yep sir,Okay lady
42549,Hogyi ab kya krun😂,Lol itni badi galti😂😂😂😂😂
42550,Ok,Check it out
42551,Vay😂😂😂,Hii hotn topdm adres etmaypti sovci jonatama dsmam😆😆😆😆😆🤣🤣🤣
42552,I am Dhruv from india,Hinata you?
42553,Aapko bf banane m intrest h ya kisi ki gf banne m?,Kya pu6a
42554,😅😅yeah,So many irresponsible admin
42555,No 😤😤 I didn't But as for u 😏 can't say much,If ya connect y'll know I didn't and u did😏
42556,"Why u texted me, ur purosee???",Ohh so ask what you wanna know
42557,Nice....brahmin hn?,Its gaurav...kaushik..
42558,Iyach😇👉👌,Alkendra🤔marga bru yh?
42559,Hm,Doctor bna he tume 🤔
42560,pata nhi jane de leave,question kidhr h
42561,😒😒,This time aur kya kar sakte😂
42562,😂😂ha yrr,Suchkaaa gaddhe hi hain yhaan...😅😅
42563,Pucha mene ?,"Waise mai bhi abhi unemployed hi hu, i am preparing for CDS exam"
42564,Kon 🤔,Ye to ldka hai bro😂
42565,Dhoka mila use,Ky huaaa🥺
42566,Bas net khtm kar raha😂😂,kuch nahi tum batao
42567,Confuse mat raho🥲.. Sub kch thik and normal hai! 🌚,😂 tumhara har emoji meko confuse krta h 🤦🏻‍♂
42568,Name,Apka ne
42569,😂,Hmm correct!
42570,Your mind and ehsas 😊✨,Az kja miyan ina?😂
42571,Ni,chat krna hai
42572,just block in personal messages there is a option,How to block admin
42573,Hm.....,Haa haa bol skti ho 🥴🥴
42574,Ok got any guy,Nope 🌚
42575,yes. without this grp,Telegram so boring
42576,Wahi se🥲,Btw tu kaha se h
42577,??,Why is my voice not audible to others
42578,No never,mera dukhte hai aapke nahi dukhte
42579,Ok no problem dear 😊😊  ur name is Trupti,Oo sry mujhe laga majak kar rha
42580,Fresher,Okiee dropper ?
42581,Which real??😑,This is real name na
42582,Mera bhaii kinna achha h 😌😌😍😛🤣🤣,Phli fursat m
42583,Fine,How u r?
42584,Few things can’t be,So now there is time of self control.
42585,Maharashtra,Gujarat...u from??
42586,Sed,i ye b j ir
42587,M jus ok🥺❤️,i am good🙂and what about you👀
42588,alee alee...drr gyi tu😂,Bhai y sav na dala karo
42589,Oky,Bss wahi kro✨
42590,Nahi Sach me main jhooth nahi bolta😒,I think it's ur eyes problem😂
42591,Very nice,oh cool
42592,Ne nammalu Klaus 😹😹Nanban daa,Find some chick 🤣
42593,What fuccing,İm male you
42594,Great,ill help u wait let me switch ids
42595,Let's see..,Stop it nowAgar mai boli to ab dekhna
42596,English. Btw why?,What is your mother tongue?
42597,No,So interested....
42598,Omg😱😱😱😱😱,Profile change ayese mt kiya kro dil kamjor h etna khubsurat dekhta hu to
42599,Ya 🙃,Classic! I'm sorry you had to deal with beasts
42600,Haa shayad,Vo speechless hogya🤣😝
42601,Isme kya sochna? It will suit you😁,Weeeleleelelelelleleelel😂 will think about it
42602,😉😉,Better after you asked! :)
42603,Why,Kitne saal ki ho?
42604,Hello im fine and how r u,Heyyyy👀How's your health now
42605,Aaj or kal off h😂,EXAM ?
42606,12th main hu aur tum?,Yoooooo🤣🤣🤣 tum kon se class mein ho
42607,Yes maam or sir I will try,Bro can u do me a favor
42608,Yaa👉👈,She is so cute
42609,Acha,Baat krte hai👅
42610,Shi pakdeee h,Haa din Bhar yahen kaam hota hai telegram pe inka mouh marna
42611,Sb hu,Or kaise h
42612,Kyaa btauu,Aur batao kuch
42613,Okie,Then go through
42614,same😑,Rone ki aadat h kya mai toh ro deta hu chhoti baat pe bhii😑
42615,Lol,To kya karana hai....just live in  😂😂
42616,Ramgarh se,mai bhai up Mirzapur se.....aur kabhi gumane yaha
42617,Y everyone's naughty here... Lol,Snigdha  gn naughty  girl
42618,Aaj to khana bhi nahi khaya😀😀😀,Ur life Ur choice😊😊😊
42619,веле,ma blmima
42620,India,Oooh kha se ho tum
42621,Every time chappal 😜,I hurt you!?
42622,Ha vo bhakha mane 🤣🤣LOL😂😂😂You had diner,Admin hone k bd bhi bolta ki humko permission nhi h🥲
42623,Bhai vo owner sach mein yaha sabse ameer hai🤣🤣🤣,Arey no noAbhi thik hai bas ye game me paise nahi h bas Haha
42624,Ji bht khoob fir to😁,😂 haa vo to mai hu
42625,Meh toh aisa hi Kiya 😳,Tumne tag kiya tha meko 🤔
42626,Mmm am waiting ...😭,I dont know when🙊🙈
42627,Ohh,Kaur hi hoti h ldkia mostly
42628,are ni yaar,Wo ab kuch bhi bolega
42629,Kha se ho,Aise hee
42630,Ye tuchee kaam tumm loog kartee hoge me ni 🤣🤣🤣,Abe ha ldki ko impress ke liye bol ra h nikal
42631,Why do you want so ??,😂😂😂🤣mera kar do please
42632,Tere liye hi,Tu q rooi Dil mera tuta h 💔💔
42633,See this crazy guy..😂,u my kid
42634,Dekho bhaiya i told tell one joke tho usne bola you own self is a joke is par bola h maine and I know to whom I should pay respect. 👍 don't warn me.,Itna bada text
42635,No,Male ?
42636,Tmko ni sona kya,Ok sojao
42637,State lok,Which state?
42638,Yupp,Asking u...life good ?!?!🤨
42639,Bol,Reply karo sister
42640,Top kra do odisha main,? 𝚝𝚘𝚙 𝚔𝚊𝚛 𝚍𝚘 𝙿𝙰𝚂𝚂 𝙺𝚁𝚊 𝚍𝚘 𝚃𝙴𝚁𝙸 𝙿𝚁𝙸𝙽𝙲𝙸𝙿𝙰𝙻 𝙱𝙷𝙸 𝙼𝙴𝚁𝙸 𝙵𝙰𝙽 𝙷𝙰𝙸𝙽 🤣🤣
42641,जहर वाला jhoot katai,Ap ko jhut laga
42642,No it's just shayari 😊😊,मुझे 🙄🙄
42643,Yes,बड़ा आकार।
42644,I knew it tum yehi bologe😂,wait karo 30 min
42645,😂😂,Wahi toh
42646,😂,Maarte hain na iski bro kya dikkat hai 😂
42647,haan theek hai😂,types of chocolate😂
42648,Tele me so that I can *** you,Kha add kru
42649,nessuno qui,Looking for kalandian
42650,Yes,Din bhar online rhata hai
42651,Avvv babihhhhh😘😘😘😘😘😍😍😍,ple bebihh😍😘💋❤️
42652,yes so come in my p.v,"Okay! Then I guess, we can be friends right? 😇"
42653,Are u boy,Ya bra tell
42654,Aapko nhi pta ???,Combo🤔🤔.. Mtlb
42655,What you do?,Everyone is so busy nowadays.
42656,Ho 😂,Aalis ka
42657,😂,Evide njgale oru pattim mind aknilla🤣
42658,Oh nice but you look iranian people,I am from India🇮🇳..
42659,Good,I dont
42660,Nh,Come nh🙁🙁
42661,Hi,Kriti ur
42662,Ha,Kiran na
42663,hahaha yap,Hshsh you talk in indo
42664,Ntng,Noice What you do ??
42665,Wait what ? 🙄Really,Bcos I'm tamil🙄😂😂
42666,Tumm ladkio ko pmmm jyda aate h Hame ni Me to or b chala sakta hu Koi baat ni karta na pyar tere alawa,"Hai bhagwan 🤦‍♀️🤦‍♀️log ek I'd nhi sambhal sakte, aap do do I'd sambhal rahe"
42667,LoL you disappeared,Where disappear sudenly !!!!and seeking to chat with you
42668,Lucek,wanna see my face?😎😎
42669,Kha gyi pandu,Pandu NHi bolna kya 😂
42670,Hurrrr😡,Nhi hoga... ❤️❤️😘
